elapsed_seconds,unique_branches
5.0,214
10.0,227
15.0,227
20.0,227
25.0,227
30.0,241
35.0,241
40.0,242
45.0,242
50.0,256
55.0,256
60.0,256
65.0,256
70.0,256
75.0,256
80.0,256
85.0,256
90.0,256
95.0,256
100.0,256
105.0,256
110.0,258
115.0,258
120.0,263
125.0,263
130.0,263
135.1,263
140.1,263
145.1,263
150.1,263
155.1,263
160.1,263
165.1,263
170.1,263
175.1,263
180.1,263
185.1,263
190.1,263
195.1,263
200.1,263
205.1,263
210.1,263
215.1,263
220.1,263
225.1,263
230.1,263
235.1,263
240.1,263
245.1,263
250.1,263
255.1,263
260.1,263
265.1,263
270.1,263
275.1,263
280.1,263
285.1,263
290.1,263
295.2,263
300.0,263
