elapsed_seconds,error_code
0.1,error_62
0.2,error_9
0.2,error_48
0.2,error_95
0.2,error_60
0.3,error_74
0.4,error_94
0.5,error_91
0.5,error_93
0.5,error_75
0.6,error_24
0.6,error_0
1.4,error_82
3.4,error_26
3.9,error_42
6.4,error_39
14.5,error_52
135.9,error_13
