elapsed_seconds,unique_branches
5.0,189
10.0,199
15.0,204
20.0,205
25.0,205
30.0,205
35.0,205
40.1,209
45.1,209
50.1,210
55.1,210
60.1,232
65.1,238
70.1,238
75.1,238
80.1,238
85.1,238
90.1,238
95.1,241
100.1,241
105.1,241
110.1,241
115.1,243
120.1,243
125.1,243
130.1,243
135.1,243
140.1,243
145.1,243
150.1,243
155.1,243
160.1,243
165.1,243
170.1,243
175.1,243
180.1,243
185.1,244
190.1,244
195.1,244
200.1,244
205.1,244
210.1,244
215.1,244
220.1,244
225.1,244
230.1,244
235.1,244
240.1,244
245.1,244
250.1,244
255.2,244
260.2,248
265.2,248
270.2,248
275.2,248
280.2,248
285.2,248
290.2,248
295.2,248
300.0,248
