elapsed_seconds,unique_branches
5.1,197
10.1,228
15.1,259
20.1,269
25.2,270
30.3,277
35.4,287
40.4,287
45.4,287
50.4,305
55.6,305
60.6,305
65.6,306
70.6,306
75.6,306
80.7,306
85.7,306
90.7,306
95.8,306
100.9,306
105.9,306
110.9,306
115.9,306
120.9,306
126.0,306
131.0,306
136.0,306
141.0,306
146.0,306
151.1,306
156.1,306
161.1,306
166.1,306
171.1,306
177.1,306
182.2,306
187.2,306
192.2,306
197.2,306
202.2,306
207.2,306
212.3,306
217.3,306
222.4,306
227.4,306
232.4,306
237.4,306
242.4,306
247.4,306
252.4,306
257.5,306
262.5,306
267.5,306
272.5,306
277.5,306
282.5,306
287.6,306
292.6,306
297.6,306
300.0,306
