elapsed_seconds,unique_branches
5.0,159
10.0,167
15.0,184
20.0,218
25.0,218
30.1,218
35.1,218
40.1,218
45.2,218
50.2,218
55.7,218
60.7,218
65.7,218
70.7,218
75.7,218
80.7,218
85.8,218
90.8,218
95.8,218
100.9,218
105.9,218
110.9,218
115.9,218
121.0,218
126.0,218
131.1,218
136.1,236
141.1,236
146.1,236
151.1,236
156.1,236
161.1,236
166.2,236
172.2,236
177.2,236
182.2,236
187.2,236
192.2,236
197.3,236
202.3,236
207.3,236
212.4,236
217.4,236
222.4,236
227.4,236
232.5,236
237.5,236
242.5,236
247.5,236
252.6,236
259.1,236
264.1,236
269.1,236
274.2,236
279.2,236
284.2,236
289.2,236
294.2,236
299.2,236
300.0,236
