elapsed_seconds,unique_branches
5.0,183
10.1,183
15.1,183
20.2,183
25.2,206
30.2,222
35.2,247
40.2,248
45.3,248
50.3,248
55.4,248
60.4,266
66.9,298
71.9,301
77.0,301
82.0,301
88.1,303
93.1,309
98.1,309
103.1,320
108.2,325
113.2,325
118.3,325
123.3,325
128.4,325
133.4,345
139.1,346
144.1,346
149.1,346
154.2,346
159.2,346
164.3,346
169.3,346
174.3,346
179.4,348
184.4,348
189.4,348
194.4,348
199.6,348
204.8,348
209.8,348
214.9,357
219.9,357
224.9,357
233.3,357
238.3,357
243.3,357
248.4,357
253.4,357
258.4,357
263.4,357
268.5,357
273.5,357
278.6,357
283.6,357
288.6,359
293.6,359
298.7,359
300.0,359
