elapsed_seconds,unique_branches
5.0,142
10.0,152
15.0,158
20.1,158
25.1,174
30.1,178
35.1,178
40.2,178
45.2,178
50.2,183
55.2,183
60.3,183
65.3,183
70.4,183
75.4,183
80.4,183
85.5,191
90.5,191
95.6,191
100.6,191
105.6,191
110.7,199
115.7,199
120.7,199
125.8,199
130.8,199
135.8,199
140.8,199
147.8,199
152.8,199
157.9,199
162.9,199
167.9,199
172.9,199
178.0,199
183.0,199
188.0,199
193.0,199
198.1,199
203.1,199
208.1,199
213.2,199
219.0,199
224.0,199
229.1,199
234.1,199
239.1,199
244.1,199
249.2,199
254.2,199
259.2,199
264.2,206
269.3,206
274.3,206
279.3,206
284.4,206
289.4,206
294.4,206
299.5,206
300.0,206
