elapsed_seconds,unique_branches
5.0,197
10.0,197
15.0,227
20.0,227
25.0,227
30.0,227
35.0,227
40.0,227
45.0,228
50.0,229
55.0,229
60.0,229
65.0,231
70.0,231
75.0,231
80.0,231
85.0,231
90.0,231
95.0,231
100.0,231
105.1,231
110.1,231
115.1,231
120.1,242
125.1,247
130.1,247
135.1,247
140.1,247
145.1,247
150.1,247
155.1,247
160.1,247
165.1,247
170.1,247
175.1,247
180.1,247
185.1,247
190.1,247
195.1,247
200.1,247
205.1,247
210.1,247
215.1,247
220.1,247
225.1,247
230.1,247
235.1,247
240.1,247
245.1,247
250.1,247
255.1,247
260.1,247
265.1,247
270.1,247
275.2,247
280.2,247
285.2,247
290.2,247
295.2,247
300.0,247
