elapsed_seconds,unique_branches
5.0,1044
10.0,1260
15.0,1416
20.0,1527
25.0,1562
30.0,1599
35.0,1627
40.0,1657
45.0,1691
50.0,1713
55.0,1724
60.0,1760
65.0,1764
70.0,1779
75.0,1801
80.0,1818
85.0,1842
90.0,1859
95.0,1865
100.0,1882
105.0,1886
110.0,1896
115.1,1908
120.1,1946
125.1,1973
130.1,1974
135.1,2002
140.1,2017
145.1,2036
150.1,2048
155.1,2064
160.1,2071
165.1,2087
170.1,2098
175.1,2119
180.1,2126
185.1,2145
190.1,2145
195.1,2145
200.1,2153
205.1,2179
210.1,2186
215.1,2203
220.1,2208
225.1,2219
230.1,2235
235.1,2251
240.1,2258
245.1,2262
250.1,2270
255.1,2299
260.1,2303
265.1,2303
270.1,2313
275.1,2315
280.1,2333
285.1,2344
290.1,2355
295.1,2398
300.0,2399
