elapsed_seconds,unique_branches
5.0,698
10.0,833
15.0,897
20.0,982
25.0,1033
30.0,1072
35.0,1098
40.0,1127
45.0,1146
50.0,1192
55.0,1200
60.0,1226
65.0,1267
70.1,1276
75.1,1300
80.1,1328
85.1,1337
90.1,1383
95.1,1408
100.1,1418
105.1,1435
110.1,1456
115.1,1463
120.1,1481
125.1,1489
130.1,1495
135.1,1502
140.1,1516
145.1,1524
150.1,1541
155.1,1555
160.1,1570
165.1,1573
170.1,1583
175.1,1593
180.1,1605
185.1,1624
190.1,1642
195.1,1662
200.1,1667
205.1,1682
210.1,1687
215.1,1688
220.1,1690
225.1,1698
230.1,1698
235.1,1700
240.1,1704
245.1,1706
250.2,1707
255.2,1712
260.2,1713
265.2,1721
270.2,1729
275.2,1732
280.2,1739
285.2,1747
290.2,1754
295.2,1761
300.0,1762
