elapsed_seconds,unique_branches
5.0,208
10.0,209
15.2,238
20.5,253
27.2,254
32.3,254
37.3,254
42.3,282
47.4,282
60.2,298
65.3,298
70.3,305
75.4,305
80.4,305
85.5,305
90.5,305
95.6,306
100.6,306
105.7,306
112.6,306
117.6,306
122.6,306
127.7,306
132.7,306
140.6,306
145.6,306
150.7,306
155.7,306
160.7,306
165.8,306
173.7,306
178.7,306
183.7,306
188.8,306
193.8,306
198.8,306
203.9,306
210.6,306
215.7,306
220.7,306
225.7,306
230.7,306
235.7,306
240.8,306
245.8,306
253.2,306
258.2,306
263.3,306
268.4,306
273.4,306
278.5,306
283.5,306
288.5,306
295.9,306
300.0,306
