elapsed_seconds,unique_branches
5.0,203
10.0,203
15.0,203
20.0,204
25.0,205
30.0,212
35.0,212
40.0,212
45.0,212
50.0,216
55.0,216
60.0,216
65.0,216
70.0,216
75.0,216
80.0,218
85.0,226
90.0,227
95.0,227
100.0,227
105.0,227
110.0,227
115.0,228
120.0,228
125.0,229
130.0,229
135.0,229
140.1,229
145.1,229
150.1,229
155.1,229
160.1,230
165.1,230
170.1,230
175.1,230
180.1,230
185.1,230
190.1,230
195.1,230
200.1,230
205.1,230
210.1,230
215.1,230
220.1,235
225.1,235
230.1,235
235.1,235
240.1,235
245.1,235
250.1,235
255.1,235
260.1,235
265.1,235
270.1,235
275.1,235
280.1,235
285.1,235
290.1,235
295.1,235
300.0,235
