elapsed_seconds,unique_branches
5.0,1148
10.0,1244
15.0,1359
20.0,1441
25.0,1471
30.0,1507
35.0,1573
40.0,1651
45.0,1667
50.0,1705
55.0,1754
60.0,1769
65.0,1788
70.0,1810
75.0,1847
80.1,1859
85.1,1879
90.1,1887
95.1,1923
100.1,1948
105.1,1958
110.1,1978
115.1,2004
120.1,2029
125.1,2040
130.1,2049
135.1,2054
140.1,2079
145.1,2088
150.1,2107
155.1,2125
160.1,2148
165.1,2161
170.1,2166
175.1,2167
180.1,2183
185.1,2190
190.1,2201
195.1,2223
200.1,2225
205.1,2229
210.1,2244
215.1,2266
220.1,2270
225.1,2291
230.1,2302
235.1,2304
240.1,2313
245.2,2320
250.2,2340
255.2,2354
260.2,2365
265.2,2374
270.2,2375
275.2,2392
280.2,2406
285.2,2417
290.2,2426
295.2,2434
300.0,2441
