elapsed_seconds,unique_branches
5.0,674
10.0,764
15.0,853
20.0,951
25.0,1058
30.0,1125
35.0,1158
40.0,1171
45.0,1208
50.0,1232
55.0,1248
60.0,1260
65.0,1282
70.0,1304
75.1,1308
80.1,1340
85.1,1354
90.1,1357
95.1,1374
100.1,1393
105.1,1421
110.1,1445
115.1,1459
120.1,1470
125.1,1484
130.1,1519
135.1,1538
140.1,1552
145.1,1553
150.1,1574
155.1,1577
160.1,1587
165.1,1612
170.1,1615
175.1,1618
180.1,1629
185.1,1638
190.1,1646
195.1,1653
200.1,1654
205.1,1655
210.1,1657
215.1,1687
220.1,1694
225.1,1697
230.1,1697
235.1,1698
240.1,1700
245.1,1711
250.1,1723
255.1,1726
260.1,1733
265.2,1739
270.2,1739
275.2,1740
280.2,1742
285.2,1747
290.2,1760
295.2,1764
300.0,1769
