elapsed_seconds,unique_branches
5.0,853
10.0,1063
15.0,1173
20.0,1266
25.0,1333
30.0,1375
35.0,1411
40.0,1511
45.0,1545
50.0,1611
55.0,1644
60.0,1652
65.0,1666
70.0,1674
75.0,1680
80.0,1695
85.0,1721
90.1,1731
95.1,1743
100.1,1744
105.1,1766
110.1,1784
115.1,1795
120.1,1808
125.1,1821
130.1,1841
135.1,1841
140.1,1851
145.1,1869
150.1,1874
155.1,1880
160.1,1891
165.1,1892
170.1,1904
175.1,1909
180.1,1931
185.1,1943
190.1,1944
195.1,1944
200.1,1966
205.1,1971
210.1,1985
215.1,1993
220.1,1993
225.1,2004
230.1,2005
235.1,2007
240.1,2009
245.1,2009
250.1,2020
255.1,2034
260.1,2049
265.1,2073
270.1,2094
275.1,2095
280.1,2106
285.1,2127
290.1,2133
295.1,2140
300.0,2140
