elapsed_seconds,unique_branches
5.0,197
10.0,228
15.0,228
20.0,228
25.0,228
30.0,228
35.0,228
40.0,228
45.0,228
50.0,228
55.0,228
60.0,228
65.0,228
70.0,228
75.0,228
80.0,228
85.0,228
90.0,235
95.0,236
100.0,236
105.0,236
110.0,245
115.0,245
120.0,245
125.0,245
130.0,245
135.0,245
140.0,245
145.0,245
150.0,257
155.0,269
160.0,269
165.0,269
170.0,269
175.0,269
180.0,269
185.0,269
190.0,269
195.0,269
200.0,269
205.0,269
210.0,269
215.0,269
220.1,269
225.1,269
230.1,269
235.1,269
240.1,269
245.1,269
250.1,269
255.1,269
260.1,269
265.1,269
270.1,269
275.1,269
280.1,269
285.1,269
290.1,269
295.1,269
300.0,288
