elapsed_seconds,unique_branches
5.0,767
10.0,897
15.0,1001
20.0,1068
25.0,1104
30.0,1146
35.0,1200
40.0,1209
45.0,1240
50.0,1267
55.0,1285
60.0,1304
65.0,1337
70.0,1362
75.0,1397
80.0,1417
85.0,1420
90.0,1449
95.0,1463
100.0,1480
105.0,1489
110.1,1495
115.1,1502
120.1,1516
125.1,1529
130.1,1542
135.1,1556
140.1,1572
145.1,1576
150.1,1583
155.1,1604
160.1,1618
165.1,1642
170.1,1662
175.1,1667
180.1,1682
185.1,1687
190.1,1690
195.1,1692
200.1,1698
205.1,1700
210.1,1704
215.1,1706
220.1,1707
225.1,1713
230.1,1715
235.1,1729
240.1,1731
245.1,1739
250.1,1748
255.1,1754
260.1,1761
265.1,1762
270.1,1767
275.1,1767
280.1,1768
285.1,1777
290.1,1781
295.1,1782
300.0,1782
