elapsed_seconds,unique_branches
5.0,892
10.0,1106
15.0,1199
20.0,1246
25.0,1302
30.0,1367
35.0,1445
40.0,1464
45.0,1490
50.0,1565
55.0,1616
60.0,1656
65.0,1661
70.0,1677
75.0,1690
80.0,1699
85.0,1714
90.0,1714
95.0,1735
100.0,1740
105.0,1747
110.0,1757
115.0,1767
120.0,1773
125.0,1797
130.0,1806
135.1,1824
140.1,1831
145.1,1838
150.1,1839
155.1,1850
160.1,1851
165.1,1853
170.1,1859
175.1,1865
180.1,1914
185.1,1921
190.1,1961
195.1,1963
200.1,1963
205.1,1975
210.1,1987
215.1,2012
220.1,2023
225.1,2034
230.1,2034
235.1,2034
240.1,2045
245.1,2057
250.1,2067
255.1,2069
260.1,2075
265.1,2089
270.1,2095
275.1,2108
280.1,2121
285.1,2125
290.1,2134
295.1,2134
300.0,2142
