elapsed_seconds,unique_branches
5.0,349
10.0,355
15.0,355
20.0,363
25.0,367
30.0,369
35.0,376
40.0,380
45.1,381
50.1,381
55.1,381
60.1,383
65.1,384
70.1,384
75.1,384
80.1,384
85.1,384
90.1,384
95.1,388
100.1,388
105.1,388
110.1,393
115.1,393
120.2,394
125.2,396
130.2,396
135.2,399
140.2,399
145.2,400
150.2,400
155.2,400
160.2,400
165.2,400
170.2,400
175.2,400
180.2,400
185.2,401
190.2,401
195.2,403
200.3,403
205.3,403
210.3,403
215.3,403
220.3,403
225.3,403
230.3,403
235.3,403
240.3,403
245.3,403
250.3,403
255.3,403
260.3,403
265.3,403
270.3,403
275.3,403
280.3,403
285.3,403
290.3,403
295.3,403
300.1,403
