elapsed_seconds,unique_branches
5.0,243
10.0,272
15.0,282
20.0,287
25.0,287
30.0,293
35.0,293
40.0,293
45.0,294
50.0,294
55.1,294
60.1,295
65.1,301
70.1,301
75.1,301
80.1,301
85.1,301
90.1,303
95.1,303
100.1,303
105.1,303
110.1,303
115.1,303
120.1,303
125.1,303
130.1,303
135.1,303
140.1,303
145.1,303
150.1,303
155.1,303
160.1,303
165.1,303
170.2,303
175.2,303
180.2,303
185.2,303
190.2,303
195.2,303
200.2,303
205.2,303
210.2,303
215.2,303
220.2,303
225.2,303
230.2,303
235.2,303
240.2,303
245.2,303
250.2,303
255.2,303
260.2,303
265.2,303
270.2,303
275.2,303
280.2,303
285.2,303
290.2,303
295.2,303
300.0,303
