elapsed_seconds,unique_branches
5.0,1003
10.0,1213
15.0,1433
20.0,1637
25.0,1746
30.0,1790
35.0,1838
40.0,1889
45.1,1903
50.1,1939
55.1,1979
60.1,2028
65.1,2135
70.1,2156
75.1,2185
80.1,2199
85.1,2228
90.1,2230
95.1,2242
100.1,2262
105.1,2279
110.1,2280
115.1,2287
120.1,2303
125.2,2315
130.2,2355
135.2,2365
140.2,2366
145.2,2385
150.2,2419
155.2,2425
160.2,2451
165.2,2468
170.2,2487
175.2,2498
180.2,2519
185.2,2520
190.2,2550
195.2,2557
200.2,2563
205.3,2573
210.3,2600
215.3,2641
220.3,2648
225.3,2678
230.3,2681
235.3,2694
240.3,2711
245.3,2713
250.3,2713
255.3,2717
260.3,2719
265.3,2740
270.3,2762
275.3,2766
280.3,2783
285.3,2796
290.3,2816
295.3,2818
300.1,2824
