elapsed_seconds,unique_branches
5.0,698
10.0,834
15.0,929
20.0,994
25.0,1033
30.0,1114
35.1,1167
40.1,1200
45.1,1242
50.1,1276
55.1,1285
60.1,1311
65.1,1326
70.1,1334
75.1,1356
80.1,1374
85.1,1379
90.1,1405
95.1,1407
100.1,1411
105.1,1436
110.1,1471
115.2,1483
120.2,1513
125.2,1544
130.2,1574
135.2,1586
140.2,1589
145.2,1589
150.2,1601
155.2,1601
160.2,1601
165.2,1604
170.2,1611
175.2,1623
180.2,1633
185.2,1645
190.3,1652
195.3,1660
200.3,1662
205.3,1664
210.3,1681
215.3,1681
220.3,1697
225.3,1714
230.3,1730
235.4,1735
240.4,1739
245.4,1741
250.4,1752
255.4,1756
260.4,1772
265.4,1780
270.4,1791
275.4,1797
280.4,1798
285.4,1799
290.4,1814
295.4,1817
300.1,1817
