elapsed_seconds,unique_branches
5.0,944
10.0,1098
15.0,1217
20.0,1313
25.0,1340
30.0,1408
35.0,1442
40.0,1493
45.0,1557
50.0,1599
55.0,1615
60.0,1644
65.0,1672
70.0,1721
75.0,1730
80.0,1753
85.0,1758
90.0,1766
95.0,1772
100.0,1800
105.0,1835
110.0,1842
115.0,1844
120.0,1878
125.0,1884
130.0,1884
135.0,1894
140.0,1899
145.0,1911
150.1,1921
155.1,1931
160.1,1933
165.1,1943
170.1,1944
175.1,1944
180.1,1944
185.1,1948
190.1,1966
195.1,1973
200.1,1974
205.1,1977
210.1,1987
215.1,1992
220.1,2026
225.1,2028
230.1,2028
235.1,2032
240.1,2033
245.1,2042
250.1,2048
255.1,2054
260.1,2058
265.1,2064
270.1,2080
275.1,2083
280.1,2084
285.1,2085
290.1,2086
295.1,2105
300.0,2105
