elapsed_seconds,unique_branches
5.0,278
10.1,379
15.1,386
20.1,386
25.2,410
30.2,415
35.3,461
40.3,461
45.3,502
50.4,502
56.3,502
61.4,535
66.4,582
80.3,582
85.5,593
90.5,637
95.8,657
100.9,657
106.1,691
111.1,691
116.1,691
121.2,702
126.2,702
131.2,712
136.4,717
141.4,749
146.5,749
151.5,765
156.6,765
161.6,765
166.7,775
171.7,788
176.8,809
181.8,829
186.8,842
191.9,854
196.9,856
202.0,871
207.0,875
212.1,877
217.1,877
222.1,877
227.2,893
235.2,908
242.5,908
247.5,926
252.6,939
257.6,939
262.6,939
267.7,939
272.7,948
277.7,955
282.7,955
295.3,964
300.2,964
