elapsed_seconds,unique_branches
5.0,199
10.1,349
15.1,371
20.1,371
25.2,371
30.2,382
35.2,383
40.3,383
45.3,383
50.4,383
55.4,392
60.4,401
65.4,401
70.5,402
75.5,402
80.5,402
85.6,402
90.6,402
95.6,414
100.7,414
105.7,414
110.7,414
115.8,414
120.8,421
125.9,421
130.9,421
136.0,421
142.3,421
147.4,421
152.4,421
157.4,421
162.5,425
167.5,425
172.6,425
177.6,425
182.6,425
187.6,425
192.7,425
197.7,425
202.8,425
209.5,425
214.6,425
219.6,442
224.6,443
229.7,443
234.7,443
239.7,443
244.8,443
249.8,443
254.9,443
259.9,443
265.0,443
270.0,456
275.0,464
280.0,464
287.9,464
293.0,464
298.0,464
300.0,464
