elapsed_seconds,unique_branches
5.0,158
10.1,162
15.1,167
20.1,167
25.2,167
30.2,183
35.2,183
40.3,183
45.3,183
50.3,183
55.4,191
60.6,191
65.6,191
70.6,191
75.6,191
80.6,191
87.0,191
92.1,199
97.1,199
102.1,199
107.1,206
112.2,206
117.2,206
122.2,206
127.2,206
132.3,206
137.3,206
142.4,206
147.4,206
152.4,206
157.4,206
162.5,206
167.5,206
172.5,206
177.6,206
182.6,206
187.6,206
192.7,206
197.7,206
202.8,206
207.8,206
212.8,206
217.9,206
222.9,206
227.9,206
232.9,206
238.0,206
243.0,206
248.0,206
253.1,206
258.1,206
263.1,206
268.2,206
273.2,206
278.2,206
283.3,206
288.3,206
293.3,206
298.3,206
300.0,206
