elapsed_seconds,unique_branches
5.0,194
10.0,234
15.0,263
20.0,263
25.1,263
30.1,263
35.8,284
40.8,295
45.9,295
50.9,295
55.9,295
60.9,304
65.9,304
71.2,304
76.2,316
81.2,324
86.3,324
91.3,324
96.3,324
101.4,324
106.4,324
111.4,324
116.4,324
122.8,324
128.0,324
133.0,324
138.0,324
143.1,324
151.4,324
156.4,324
161.4,324
166.5,324
171.5,325
176.6,325
182.2,325
187.2,325
192.2,325
197.3,332
202.3,343
207.3,343
215.4,343
220.5,343
225.5,343
230.5,353
235.5,354
240.7,354
245.7,354
250.8,354
255.8,354
260.9,354
265.9,354
270.9,354
275.9,356
280.9,356
287.3,358
292.4,358
297.4,358
300.0,358
