elapsed_seconds,unique_branches
5.0,167
10.0,167
15.0,184
20.1,184
25.1,184
30.1,184
35.2,184
40.2,198
45.2,198
50.2,236
55.2,236
60.2,236
65.3,236
70.3,236
75.3,236
80.4,236
85.4,236
90.4,236
95.5,236
100.5,236
105.5,236
110.5,236
115.5,236
120.6,236
125.6,236
130.6,236
135.6,236
140.6,236
145.7,236
150.7,236
155.7,236
160.7,236
165.8,236
172.9,236
177.9,236
183.0,236
188.0,236
193.1,236
198.1,236
203.1,236
208.1,236
213.1,236
219.7,236
224.7,236
229.8,236
234.8,236
239.8,236
244.8,236
249.9,236
254.9,236
260.0,236
265.0,236
270.0,236
275.0,236
280.2,236
285.2,236
290.2,236
295.2,236
300.0,236
