elapsed_seconds,unique_branches
5.0,257
10.0,267
15.0,267
20.0,267
25.0,274
30.0,274
35.0,274
40.0,281
45.0,288
50.0,290
55.1,290
60.1,290
65.1,290
70.1,290
75.1,290
80.1,290
85.1,290
90.1,290
95.1,290
100.1,290
105.1,292
110.1,292
115.1,292
120.1,293
125.1,293
130.1,293
135.1,293
140.2,293
145.2,293
150.2,293
155.2,293
160.2,293
165.2,293
170.2,293
175.2,293
180.2,293
185.2,293
190.2,295
195.2,295
200.2,295
205.2,295
210.2,295
215.2,295
220.2,295
225.2,295
230.2,295
235.2,295
240.2,295
245.2,295
250.2,295
255.2,296
260.2,296
265.2,296
270.2,298
275.2,298
280.2,298
285.3,298
290.3,298
295.3,298
300.1,298
