elapsed_seconds,unique_branches
5.0,136
10.1,136
15.1,193
20.1,200
25.1,200
30.2,200
35.2,216
40.2,238
45.3,238
50.3,238
55.3,249
60.3,250
65.3,275
70.4,275
75.4,275
80.5,275
85.5,275
90.6,275
95.6,280
100.6,281
105.7,284
110.8,285
116.7,285
121.7,285
126.7,285
131.8,285
136.8,296
141.8,302
149.6,307
154.6,307
159.7,307
164.7,307
169.7,307
174.7,307
179.8,307
184.9,307
189.9,307
194.9,307
199.9,307
204.9,307
209.9,324
215.0,324
224.1,335
229.2,340
234.2,344
239.2,344
244.3,352
249.3,361
254.3,361
259.4,361
265.2,361
270.2,361
275.3,361
280.3,361
285.4,361
290.4,361
295.4,361
300.0,361
