elapsed_seconds,unique_branches
5.0,269
10.0,364
15.1,426
20.1,481
25.1,499
30.1,570
35.1,602
40.2,635
45.5,635
50.5,654
55.5,674
60.6,674
65.6,708
70.6,735
75.7,751
80.7,781
85.7,793
90.8,809
95.8,861
100.8,869
105.9,878
110.9,878
116.0,878
121.0,896
126.0,896
131.0,897
136.1,913
141.1,913
146.1,913
151.2,913
156.2,913
161.3,923
166.3,938
171.3,970
176.3,970
181.4,979
186.4,1000
191.4,1003
196.4,1007
201.5,1007
206.5,1007
211.6,1007
216.6,1021
221.6,1035
226.7,1066
231.7,1073
236.8,1073
241.8,1083
246.9,1083
251.9,1083
256.9,1083
262.7,1083
267.7,1083
272.7,1113
277.7,1113
282.8,1113
287.8,1113
292.9,1113
297.9,1116
300.0,1123
