elapsed_seconds,unique_branches
5.0,148
10.0,158
15.1,158
20.1,158
25.1,172
30.1,177
35.1,190
40.2,190
45.2,190
50.3,190
55.3,190
60.3,190
65.4,193
70.4,193
75.4,193
80.4,201
85.4,204
90.5,204
95.5,204
100.5,204
105.5,204
110.6,204
115.6,204
120.6,204
125.6,204
130.6,204
135.6,204
140.7,212
145.7,212
150.8,212
155.8,223
160.8,223
165.9,223
170.9,224
175.9,224
182.9,224
187.9,224
192.9,224
198.0,224
203.0,224
208.0,224
213.1,224
218.1,224
223.1,224
228.1,224
233.2,224
238.2,224
243.3,224
248.3,224
253.4,224
258.4,224
263.4,224
268.4,224
273.5,224
278.5,224
283.5,224
288.6,224
293.6,224
298.6,224
300.0,224
