elapsed_seconds,unique_branches
5.0,944
10.0,1069
15.0,1213
20.0,1294
25.0,1335
30.0,1368
35.0,1424
40.0,1477
45.0,1556
50.0,1584
55.0,1611
60.0,1632
65.0,1654
70.0,1698
75.0,1722
80.0,1752
85.0,1758
90.0,1766
95.0,1772
100.1,1778
105.1,1805
110.1,1835
115.1,1842
120.1,1865
125.1,1878
130.1,1884
135.1,1884
140.1,1894
145.1,1899
150.1,1911
155.1,1921
160.1,1928
165.1,1933
170.1,1940
175.1,1944
180.1,1944
185.1,1944
190.1,1948
195.1,1960
200.1,1966
205.1,1973
210.1,1977
215.1,1981
220.1,1992
225.1,2009
230.1,2028
235.1,2028
240.1,2032
245.1,2033
250.1,2041
255.1,2042
260.1,2048
265.1,2054
270.1,2058
275.1,2064
280.1,2080
285.1,2083
290.2,2084
295.2,2085
300.0,2086
