elapsed_seconds,unique_branches
5.0,200
10.0,200
15.0,200
20.0,200
25.0,201
30.0,217
35.0,217
40.0,217
45.0,217
50.0,217
55.0,217
60.0,241
65.0,241
70.0,241
75.0,259
80.0,264
85.1,264
90.1,265
95.1,265
100.1,265
105.1,265
110.1,265
115.1,265
120.1,265
125.1,265
130.1,265
135.1,265
140.1,265
145.1,265
150.1,265
155.1,265
160.1,265
165.1,265
170.1,265
175.1,265
180.1,265
185.1,265
190.1,265
195.1,265
200.1,265
205.1,265
210.1,265
215.1,265
220.1,265
225.1,265
230.1,265
235.1,265
240.1,265
245.1,265
250.1,265
255.1,265
260.1,265
265.2,265
270.2,266
275.2,266
280.2,266
285.2,266
290.2,271
295.2,271
300.0,271
