elapsed_seconds,unique_branches
5.0,288
10.0,296
15.0,304
20.0,305
25.0,305
30.0,305
35.0,305
40.0,305
45.0,305
50.0,305
55.0,305
60.0,305
65.0,305
70.0,305
75.0,305
80.0,305
85.0,305
90.0,305
95.0,305
100.0,305
105.0,305
110.0,305
115.0,305
120.0,305
125.0,305
130.0,305
135.0,305
140.1,305
145.1,305
150.1,305
155.1,305
160.1,305
165.1,305
170.1,305
175.1,305
180.1,305
185.1,305
190.1,305
195.1,305
200.1,305
205.1,305
210.1,305
215.1,305
220.1,305
225.1,305
230.1,305
235.1,305
240.1,305
245.1,305
250.1,305
255.1,305
260.1,305
265.1,305
270.1,305
275.1,305
280.1,305
285.1,305
290.1,305
295.1,305
300.0,305
