elapsed_seconds,unique_branches
5.0,209
10.0,234
15.0,247
20.0,266
25.0,304
30.0,313
35.0,314
40.0,322
45.0,322
50.0,322
55.1,322
60.1,322
65.1,322
70.1,322
75.1,322
80.1,322
85.1,322
90.1,322
95.1,322
100.1,322
105.1,322
110.1,322
115.1,322
120.1,322
125.1,322
130.1,322
135.1,322
140.2,322
145.2,322
150.2,322
155.2,322
160.2,322
165.2,322
170.2,322
175.2,322
180.2,322
185.2,322
190.2,322
195.2,322
200.2,322
205.2,322
210.2,322
215.2,322
220.2,322
225.2,322
230.2,322
235.3,322
240.3,322
245.3,322
250.3,322
255.3,322
260.3,322
265.3,322
270.3,322
275.3,322
280.3,322
285.3,322
290.3,322
295.3,322
300.1,322
