elapsed_seconds,unique_branches
5.0,255
10.0,255
15.0,257
20.0,257
25.0,257
30.0,257
35.0,257
40.0,257
45.0,257
50.0,257
55.0,257
60.0,257
65.0,257
70.0,257
75.0,257
80.0,257
85.0,257
90.0,257
95.0,257
100.0,257
105.0,257
110.0,257
115.0,257
120.0,257
125.0,257
130.1,257
135.1,270
140.1,270
145.1,274
150.1,274
155.1,274
160.1,274
165.1,274
170.1,274
175.1,274
180.1,274
185.1,274
190.1,274
195.1,274
200.1,274
205.1,274
210.1,274
215.1,274
220.1,274
225.1,274
230.1,274
235.1,274
240.1,274
245.1,274
250.1,274
255.1,274
260.1,274
265.1,274
270.1,274
275.1,274
280.1,274
285.1,274
290.1,274
295.1,274
300.0,275
