elapsed_seconds,unique_branches
5.0,163
10.1,167
15.1,184
20.1,184
25.2,184
30.2,184
35.4,184
40.5,184
45.5,198
50.5,198
55.5,198
60.6,198
65.6,198
70.6,198
75.6,198
80.6,198
86.5,198
92.4,198
101.0,198
106.0,198
111.0,198
116.3,198
121.3,198
126.3,198
131.3,198
136.4,198
141.4,198
146.5,198
151.5,198
156.6,198
161.6,198
167.8,198
172.8,198
177.9,198
182.9,198
187.9,198
193.7,198
198.7,198
203.8,218
208.8,218
213.8,218
218.9,218
223.9,218
229.0,218
234.1,218
239.8,218
244.8,218
249.8,218
254.9,218
259.9,218
264.9,218
269.9,223
274.9,223
279.9,223
285.0,223
290.0,223
295.0,223
300.0,223
