elapsed_seconds,unique_branches
5.0,188
10.0,211
15.0,217
20.0,221
25.1,230
30.1,238
35.1,262
40.1,270
45.1,278
50.2,278
55.2,279
60.2,279
65.3,279
70.3,279
75.3,279
80.4,279
85.4,279
90.4,279
95.4,279
101.4,279
106.4,279
111.4,279
116.4,279
121.5,279
126.5,288
131.6,288
136.6,288
141.6,288
148.0,288
153.0,288
158.1,288
163.2,288
172.1,288
177.1,288
182.1,288
187.1,288
192.3,288
198.0,288
218.9,288
245.0,288
250.0,288
255.0,288
260.0,288
265.1,288
270.2,288
275.3,288
280.4,288
285.5,288
290.6,299
295.6,299
300.0,299
