elapsed_seconds,unique_branches
5.0,308
10.2,375
15.2,413
20.2,444
25.2,480
30.3,480
35.3,522
40.4,542
50.6,543
55.6,594
60.7,609
65.7,617
70.7,617
75.8,693
80.8,693
85.8,701
90.8,718
95.9,738
100.9,738
106.0,771
112.4,771
117.4,791
122.5,791
127.5,805
132.5,805
137.5,821
142.6,821
147.6,821
152.6,821
157.6,834
162.7,834
167.7,844
172.7,865
179.4,865
184.4,925
189.5,926
194.5,961
199.5,961
204.6,989
210.5,1000
215.6,1010
220.6,1027
225.6,1028
230.7,1049
236.5,1049
241.6,1049
246.6,1049
251.6,1103
256.7,1103
261.8,1109
266.8,1109
271.8,1109
276.8,1115
281.9,1124
287.0,1124
292.0,1136
297.0,1137
300.0,1137
