elapsed_seconds,unique_branches
5.0,682
10.0,866
15.0,946
20.0,1017
25.0,1032
30.0,1117
35.0,1168
40.0,1182
45.0,1234
50.0,1294
55.0,1315
60.0,1321
65.0,1328
70.0,1346
75.0,1354
80.0,1372
85.0,1388
90.0,1389
95.0,1428
100.0,1445
105.0,1472
110.0,1484
115.0,1498
120.0,1512
125.0,1526
130.1,1527
135.1,1531
140.1,1533
145.1,1544
150.1,1562
155.1,1571
160.1,1580
165.1,1590
170.1,1593
175.1,1610
180.1,1621
185.1,1637
190.1,1644
195.1,1667
200.1,1690
205.1,1704
210.1,1709
215.1,1710
220.1,1719
225.1,1722
230.1,1722
235.1,1727
240.1,1738
245.1,1738
250.1,1748
255.1,1752
260.1,1760
265.1,1762
270.1,1762
275.1,1764
280.1,1769
285.1,1779
290.1,1780
295.1,1789
300.0,1791
