elapsed_seconds,unique_branches
5.0,181
10.0,189
15.0,190
20.0,199
25.0,204
30.0,207
35.0,208
40.0,208
45.0,208
50.0,213
55.0,222
60.0,227
65.0,227
70.0,228
75.0,229
80.0,229
85.0,230
90.0,230
95.0,230
100.0,230
105.0,230
110.0,230
115.0,230
120.1,230
125.1,230
130.1,230
135.1,230
140.1,230
145.1,230
150.1,230
155.1,230
160.1,230
165.1,230
170.1,230
175.1,230
180.1,238
185.1,238
190.1,238
195.1,238
200.1,238
205.1,238
210.1,238
215.1,238
220.1,238
225.1,241
230.1,241
235.1,241
240.1,241
245.1,241
250.1,241
255.1,241
260.1,241
265.1,241
270.2,241
275.2,241
280.2,241
285.2,241
290.2,242
295.2,242
300.0,242
