elapsed_seconds,unique_branches
5.0,363
10.0,375
15.0,391
20.0,393
25.1,393
30.1,395
35.1,395
40.1,397
45.1,398
50.1,398
55.1,399
60.1,399
65.1,399
70.1,399
75.1,400
80.1,400
85.1,400
90.1,400
95.1,400
100.1,401
105.1,402
110.1,402
115.1,402
120.1,402
125.1,402
130.1,402
135.1,402
140.1,402
145.1,402
150.1,402
155.1,402
160.1,402
165.1,402
170.1,402
175.1,402
180.2,402
185.2,402
190.2,402
195.2,402
200.2,402
205.2,402
210.2,402
215.2,402
220.2,402
225.2,402
230.2,402
235.2,402
240.2,402
245.2,402
250.2,402
255.2,402
260.2,402
265.2,402
270.2,402
275.2,402
280.2,402
285.2,403
290.2,403
295.2,403
300.0,403
