elapsed_seconds,unique_branches
5.0,819
10.0,995
15.0,1058
20.0,1125
25.0,1183
30.0,1200
35.0,1229
40.0,1267
45.0,1278
50.0,1308
55.0,1350
60.0,1399
65.0,1451
70.1,1495
75.1,1518
80.1,1536
85.1,1568
90.1,1575
95.1,1607
100.1,1615
105.1,1628
110.1,1642
115.1,1648
120.1,1680
125.1,1692
130.1,1698
135.1,1705
140.1,1724
145.1,1739
150.1,1747
155.1,1753
160.1,1756
165.1,1774
170.1,1780
175.1,1787
180.1,1794
185.1,1799
190.1,1804
195.1,1808
200.1,1809
205.1,1811
210.1,1815
215.1,1818
220.1,1818
225.1,1820
230.1,1825
235.1,1825
240.1,1829
245.1,1833
250.1,1842
255.1,1843
260.1,1845
265.1,1845
270.1,1848
275.1,1851
280.1,1853
285.1,1854
290.1,1862
295.1,1868
300.0,1874
