elapsed_seconds,unique_branches
5.0,935
10.0,1086
15.0,1116
20.0,1169
25.0,1237
30.0,1283
35.0,1334
40.0,1370
45.0,1427
50.0,1459
55.0,1510
60.0,1535
65.0,1556
70.0,1588
75.0,1612
80.0,1657
85.0,1669
90.0,1685
95.0,1693
100.1,1699
105.1,1715
110.1,1729
115.1,1745
120.1,1775
125.1,1775
130.1,1819
135.1,1840
140.1,1859
145.1,1862
150.1,1874
155.1,1892
160.1,1902
165.1,1907
170.1,1911
175.1,1911
180.1,1913
185.1,1928
190.1,1928
195.1,1929
200.1,1945
205.1,1945
210.1,1951
215.1,1976
220.1,1991
225.1,1999
230.1,2022
235.1,2033
240.1,2038
245.1,2049
250.1,2057
255.1,2064
260.1,2080
265.1,2089
270.1,2089
275.1,2091
280.1,2094
285.1,2107
290.1,2112
295.1,2131
300.0,2142
