elapsed_seconds,unique_branches
5.0,190
10.0,190
15.0,203
20.0,204
25.0,204
30.0,204
35.0,204
40.0,205
45.0,205
50.0,205
55.0,205
60.0,214
65.0,214
70.0,214
75.0,214
80.0,214
85.0,214
90.0,214
95.0,214
100.0,215
105.0,215
110.0,215
115.0,216
120.0,216
125.0,216
130.0,216
135.0,216
140.1,216
145.1,217
150.1,217
155.1,218
160.1,218
165.1,220
170.1,220
175.1,221
180.1,221
185.1,221
190.1,221
195.1,221
200.1,221
205.1,221
210.1,221
215.1,221
220.1,221
225.1,221
230.1,221
235.1,221
240.1,221
245.1,221
250.1,221
255.1,221
260.1,221
265.1,221
270.1,221
275.1,221
280.1,221
285.1,224
290.1,224
295.1,224
300.0,224
