elapsed_seconds,unique_branches
5.0,189
10.0,234
15.0,301
20.1,319
25.3,327
30.4,328
36.0,343
41.1,343
46.1,343
51.5,343
56.6,343
61.6,343
66.6,343
71.7,343
76.7,343
81.7,343
86.8,343
91.9,343
96.9,343
101.9,343
106.9,343
112.2,343
117.2,395
122.3,416
127.4,417
132.5,430
137.5,430
142.6,443
147.6,453
152.7,453
157.7,474
162.7,506
167.7,543
172.8,545
177.9,545
182.9,545
188.0,545
193.0,545
198.0,545
203.0,545
208.0,545
213.1,545
220.1,545
225.1,545
230.1,545
235.1,545
240.1,545
245.1,545
252.6,545
257.6,545
262.7,545
267.7,545
272.7,545
277.7,545
285.3,545
290.3,545
295.3,545
300.1,545
